0.9662	-0.1368	0.1739
0.9854	-0.1503	0.177
1.006	-0.1399	0.1602
1.016	-0.1472	0.1611
1.028	-0.1507	0.1648
0.9933	-0.1329	0.1792
0.9426	-0.1329	0.2098
0.9404	-0.1335	0.2125
0.9236	-0.1314	0.202
0.8997	-0.1309	0.1941
0.901	-0.1167	0.1908
0.9041	-0.1029	0.1949
0.9344	-0.08121	0.1939
0.9983	-0.05963	0.2005
1.057	-0.04653	0.2108
1.07	-0.02181	0.2223
1.088	-0.01812	0.2342
1.186	-0.07352	0.222
1.359	-0.2201	0.1815
1.594	-0.4001	0.136
1.77	-0.4391	0.1305
1.731	-0.3909	0.155
1.386	-0.4391	0.1757
0.9053	-0.5507	0.1949
0.7697	-0.6958	0.1588
0.9261	-0.8088	0.08005
0.9031	-0.7562	0.04314
0.8253	-0.6678	0.01356
0.8298	-0.5909	-0.01149
0.7541	-0.4752	-0.00484
0.7839	-0.4283	-0.03355
0.9153	-0.3522	-0.08107
0.9449	-0.2248	-0.09958
0.9375	-0.1288	-0.1011
0.8497	-0.0121	-0.08017
0.7469	-0.0374	-0.05653
0.7278	-0.1733	-0.03464
0.7165	-0.2382	-0.02515
0.795	-0.3122	-0.05382
0.8983	-0.3393	-0.07669
0.8985	-0.3092	-0.07463
0.8611	-0.2877	-0.05928
0.8386	-0.234	-0.04325
0.8496	-0.2131	-0.04671
0.8616	-0.2035	-0.04788
0.8885	-0.1696	-0.03453
0.9136	-0.134	0.0005846
0.9009	-0.06577	0.04846
0.9223	-0.02389	0.06238
1.009	-0.03603	0.07379
1.211	-0.1219	0.1315
1.476	-0.2988	0.1471
1.677	-0.4234	0.02202
1.811	-0.4334	-0.1404
1.79	-0.4536	-0.1813
1.569	-0.542	-0.1507
1.246	-0.6424	-0.1533
0.9563	-0.734	-0.142
0.8697	-0.6873	-0.08892
0.9098	-0.4104	-0.03608
0.9278	-0.1382	0.01694
0.9609	-0.02355	0.04803
0.96	-0.03706	0.06296
0.931	-0.1009	0.07347
0.9422	-0.1277	0.03659
0.8905	-0.1512	0.007364
0.7721	-0.1648	0.01351
0.673	-0.201	0.01547
0.64	-0.2285	0.0461
0.6632	-0.1869	0.0983
0.662	-0.1935	0.1275
0.6843	-0.1582	0.1092
0.7052	-0.08822	0.08839
0.6618	-0.1048	0.1079
0.6604	-0.1137	0.1062
0.6881	-0.1714	0.1111
0.7287	-0.2633	0.1466
0.809	-0.3145	0.1588
0.914	-0.3383	0.1651
1.079	-0.2954	0.1406
1.249	-0.2472	0.1002
1.44	-0.193	0.09482
1.639	-0.1964	0.05634
1.708	-0.3479	-0.005491
1.72	-0.4844	-0.01272
1.681	-0.5298	0.0174
1.417	-0.5253	0.07443
1.038	-0.4716	0.1291
0.8568	-0.3728	0.08364
0.8267	-0.3275	0.007513
0.725	-0.3885	0.01216
0.7312	-0.4561	0.002779
0.8829	-0.5387	-0.03323
0.9339	-0.5244	-0.05786
0.9186	-0.3552	-0.08953
0.8522	-0.2373	-0.05828
0.7667	-0.1329	-0.02609
0.7487	-0.05485	-0.04075
0.7477	-0.07682	-0.02636
0.7786	-0.1143	-0.04813
0.7754	-0.1702	-0.08593
0.7566	-0.1854	-0.06692
0.7731	-0.1989	-0.05941
0.7585	-0.2173	-0.06869
0.8066	-0.1636	-0.07389
0.8697	-0.1626	-0.08988
0.8831	-0.1706	-0.09264
0.8808	-0.1365	-0.07464
0.8346	-0.09499	-0.04799
0.8405	-0.03402	-0.01831
0.9215	-0.07961	-0.01416
1.098	-0.1651	-0.02206
1.324	-0.1998	-0.003163
1.449	-0.2413	0.01911
1.53	-0.236	0.03635
1.574	-0.2239	0.007289
1.61	-0.2694	-0.0832
1.639	-0.4389	-0.1446
1.494	-0.7101	-0.2026
1.206	-0.7797	-0.2316
0.9161	-0.6607	-0.13
0.7669	-0.5385	-0.001756
0.7862	-0.2894	0.05543
0.8417	-0.09325	0.04617
0.9093	-0.1496	0.01853
1.001	-0.2032	0.0004325
1.078	-0.2311	-0.04644
1.056	-0.2565	-0.0598
0.9422	-0.1277	0.03659
0.8905	-0.1512	0.007364
0.7721	-0.1648	0.01351
0.673	-0.201	0.01547
0.64	-0.2285	0.0461
0.6632	-0.1869	0.0983
0.662	-0.1935	0.1275
0.6843	-0.1582	0.1092
0.7052	-0.08822	0.08839
0.6618	-0.1048	0.1079
0.6604	-0.1137	0.1062
0.6881	-0.1714	0.1111
0.7287	-0.2633	0.1466
0.809	-0.3145	0.1588
0.914	-0.3383	0.1651
1.079	-0.2954	0.1406
1.249	-0.2472	0.1002
1.44	-0.193	0.09482
1.639	-0.1964	0.05634
1.708	-0.3479	-0.005491
1.72	-0.4844	-0.01272
1.681	-0.5298	0.0174
1.417	-0.5253	0.07443
1.038	-0.4716	0.1291
0.8568	-0.3728	0.08364
0.8267	-0.3275	0.007513
0.725	-0.3885	0.01216
0.7312	-0.4561	0.002779
0.8829	-0.5387	-0.03323
0.9339	-0.5244	-0.05786
0.9186	-0.3552	-0.08953
0.8522	-0.2373	-0.05828
0.7667	-0.1329	-0.02609
0.7487	-0.05485	-0.04075
0.7477	-0.07682	-0.02636
0.7786	-0.1143	-0.04813
0.7754	-0.1702	-0.08593
0.7566	-0.1854	-0.06692
0.7731	-0.1989	-0.05941
0.7585	-0.2173	-0.06869
0.8066	-0.1636	-0.07389
0.8697	-0.1626	-0.08988
0.8831	-0.1706	-0.09264
0.8808	-0.1365	-0.07464
0.8346	-0.09499	-0.04799
0.8405	-0.03402	-0.01831
0.9215	-0.07961	-0.01416
1.098	-0.1651	-0.02206
1.324	-0.1998	-0.003163
1.449	-0.2413	0.01911
1.53	-0.236	0.03635
1.574	-0.2239	0.007289
