-0.01575	0.9831	0.2037
-0.0113	0.9859	0.198
-0.004813	0.9701	0.2095
0.003024	0.9699	0.228
0.007919	0.9629	0.2315
0.0007125	0.9714	0.23
-0.01094	0.9847	0.2386
-0.02159	0.9797	0.2392
-0.0298	0.9868	0.2334
-0.02841	0.9889	0.2282
-0.02362	0.9914	0.2175
-0.02615	0.9928	0.2096
-0.03782	0.9703	0.2111
-0.04472	0.9516	0.2126
-0.04355	0.9452	0.2114
-0.04351	0.9537	0.2127
-0.03468	0.9789	0.2145
-0.02126	1.004	0.2176
-0.01435	1.023	0.2194
-0.009229	1.026	0.2142
-0.011	1.017	0.2148
-0.0147	1.005	0.2231
-0.01449	0.9745	0.2226
-0.01656	0.9498	0.2162
-0.01945	0.9575	0.2177
-0.02739	0.9511	0.2258
-0.03249	0.9312	0.2274
-0.02636	0.9468	0.2245
-0.02247	0.9742	0.2286
-0.02518	0.9878	0.2288
-0.03611	0.9899	0.2254
-0.03958	0.9912	0.2319
-0.02033	0.9995	0.2306
-0.006432	0.997	0.2206
-0.01053	1	0.221
-0.02692	1.006	0.2195
-0.03748	0.9916	0.2103
-0.02083	0.9806	0.2059
-0.01629	0.9748	0.2074
-0.02648	0.9739	0.2106
-0.01943	0.9693	0.2163
-0.02231	0.9535	0.2285
-0.02493	0.9566	0.2327
-0.01591	0.9748	0.2193
-0.01964	0.985	0.2168
-0.02069	0.985	0.2312
-0.01826	0.9877	0.2275
-0.02223	0.9982	0.2061
-0.02981	0.9915	0.2042
-0.03634	0.9664	0.2248
-0.02727	0.956	0.2322
-0.01966	0.978	0.2234
-0.0295	0.9997	0.2229
-0.03224	1.004	0.2177
-0.01164	1.003	0.2118
0.003497	0.972	0.2239
-0.01003	0.9486	0.228
-0.02634	0.9668	0.2238
-0.03218	0.9681	0.2251
-0.02619	0.9704	0.2217
-0.01445	0.9877	0.2232
-0.02221	0.9913	0.2264
-0.03717	0.9966	0.2241
-0.04631	0.9853	0.2196
-0.04869	0.9747	0.2077
-0.04159	0.9808	0.2046
-0.0368	0.9652	0.2137
-0.02451	0.9633	0.2173
-0.01329	0.9856	0.2207
-0.01452	0.9964	0.2248
-0.01244	0.9983	0.225
-0.01004	0.9862	0.2253
0.0005942	0.9761	0.2242
0.00772	0.9767	0.2249
-0.003084	0.9738	0.2286
-0.008697	0.9763	0.2269
-0.01803	0.9795	0.2208
-0.02967	0.9773	0.2172
-0.02986	0.975	0.2166
-0.03406	0.9732	0.2178
-0.03917	0.9735	0.2192
-0.04184	0.9758	0.22
-0.04295	0.9845	0.2199
-0.03812	0.9902	0.2177
-0.03232	0.9871	0.2148
-0.02748	0.9875	0.2162
-0.02905	0.9834	0.2204
-0.03011	0.9775	0.2239
-0.03572	0.9973	0.2172
-0.01472	0.9841	0.2215
