0.8916	0.02903	-0.0295
0.8556	0.009216	-0.02605
0.8438	-0.0146	-0.002563
0.8674	-0.01787	0.06257
0.899	-0.007287	0.1119
0.9459	0.01141	0.1144
0.9841	0.02573	0.08495
1.005	0.0005756	0.02339
1.045	-0.05572	-0.05911
1.089	-0.09951	-0.1154
1.124	-0.124	-0.1056
1.213	-0.1625	-0.04691
1.398	-0.249	0.03172
1.591	-0.3518	0.0945
1.658	-0.3703	0.1104
1.586	-0.268	0.0855
1.478	-0.1102	0.0467
1.366	0.02424	0.05089
1.203	0.05439	0.08903
1.056	-0.008525	0.1221
0.9617	-0.03865	0.1644
0.8573	-0.03035	0.1716
0.8012	-0.03478	0.1546
0.7621	-0.02376	0.1521
0.6812	-0.01739	0.131
0.6847	-0.0208	0.1331
0.7269	-0.009314	0.1447
0.704	-0.001873	0.1272
0.7016	-0.003411	0.1278
0.7018	-0.02507	0.1174
0.6713	-0.06222	0.09478
0.6863	-0.08501	0.09683
0.7199	-0.08558	0.1037
0.7615	-0.0913	0.1142
0.8222	-0.1298	0.1238
0.8489	-0.1895	0.1394
0.913	-0.2685	0.159
1.005	-0.2745	0.1393
1.065	-0.1436	0.06421
1.211	-0.03382	-0.0453
1.403	-0.03161	-0.135
1.53	-0.09848	-0.2078
1.596	-0.1454	-0.2952
1.608	-0.08101	-0.2811
1.631	0.00818	-0.1253
1.534	0.07381	0.0009884
1.281	0.1187	0.0436
1.155	0.09511	0.08033
1.139	0.03571	0.1277
1.103	-0.05379	0.1322
1.062	-0.1093	0.09895
0.9764	-0.06069	0.09372
0.8921	-0.02538	0.06254
0.8386	-0.01646	0.04631
0.807	0.03108	0.1201
0.8045	0.05849	0.1598
0.7827	0.07353	0.1675
0.7434	0.1046	0.1581
0.6895	0.1018	0.1074
0.6645	0.08409	0.08851
0.6764	0.08128	0.08844
0.661	0.07537	0.108
0.6737	0.07492	0.1164
0.7256	0.08015	0.118
0.8056	0.099	0.1495
0.9229	0.1158	0.1235
1.01	0.06167	0.08115
1.074	-0.05856	0.01168
1.148	-0.1657	-0.1035
1.26	-0.1929	-0.1213
1.403	-0.1727	-0.08802
1.556	-0.2229	-0.05403
1.781	-0.3415	0.02513
1.842	-0.3938	0.07497
1.549	-0.3166	0.01138
1.285	-0.1977	-0.05268
1.218	-0.106	0.04122
1.116	-0.01674	0.1264
1.03	0.001073	0.09345
1.044	-0.06034	0.07625
0.9505	-0.08735	0.05894
0.7781	-0.1301	0.05063
0.7334	-0.1619	0.1042
0.7118	-0.09107	0.1691
0.6841	-0.03159	0.2074
0.7118	-0.01701	0.1918
0.6776	-0.02152	0.149
0.6437	-0.03832	0.11
0.6616	-0.03485	0.09587
0.7123	-0.05749	0.134
0.8382	-0.07119	0.1597
0.9147	-0.08063	0.1505
0.9151	-0.1488	0.1389
0.9099	-0.1753	0.09643
0.9157	-0.1069	-0.00191
1.024	0.0119	-0.127
1.274	0.07887	-0.1639
1.599	0.03076	-0.1221
1.838	-0.001192	-0.1497
1.899	0.01749	-0.1805
1.773	-0.02929	-0.1461
1.445	-0.1159	-0.1032
1.138	-0.1515	0.02664
1.051	-0.1435	0.1856
1.01	-0.1012	0.1889
0.8681	-0.03492	0.1327
0.8333	0.01959	0.1317
0.918	0.1049	0.1117
0.8933	0.178	0.09909
0.8965	0.1433	0.1211
0.8939	0.09533	0.1089
0.7322	0.06385	0.1132
0.6451	0.001352	0.1324
0.6196	-0.004111	0.1174
0.6214	0.02012	0.1223
0.6729	0.007934	0.1113
0.6517	0.0298	0.08607
0.6714	0.07757	0.08487
0.7061	0.1271	0.06558
0.7368	0.1518	0.0666
0.8649	0.08942	0.06874
1.018	-0.0428	0.02276
1.154	-0.2082	-0.02126
1.245	-0.3089	-0.05919
1.449	-0.3428	-0.084
1.663	-0.3208	-0.02628
1.657	-0.1934	0.07904
1.7	-0.195	0.0926
0.8056	0.099	0.1495
0.9229	0.1158	0.1235
1.01	0.06167	0.08115
1.074	-0.05856	0.01168
1.148	-0.1657	-0.1035
1.26	-0.1929	-0.1213
1.403	-0.1727	-0.08802
1.556	-0.2229	-0.05403
1.781	-0.3415	0.02513
1.842	-0.3938	0.07497
1.549	-0.3166	0.01138
1.285	-0.1977	-0.05268
1.218	-0.106	0.04122
1.116	-0.01674	0.1264
1.03	0.001073	0.09345
1.044	-0.06034	0.07625
0.9505	-0.08735	0.05894
0.7781	-0.1301	0.05063
0.7334	-0.1619	0.1042
0.7118	-0.09107	0.1691
0.6841	-0.03159	0.2074
0.7118	-0.01701	0.1918
0.6776	-0.02152	0.149
0.6437	-0.03832	0.11
0.6616	-0.03485	0.09587
0.7123	-0.05749	0.134
0.8382	-0.07119	0.1597
0.9147	-0.08063	0.1505
0.9151	-0.1488	0.1389
0.9099	-0.1753	0.09643
0.9157	-0.1069	-0.00191
1.024	0.0119	-0.127
1.274	0.07887	-0.1639
1.599	0.03076	-0.1221
1.838	-0.001192	-0.1497
1.899	0.01749	-0.1805
1.773	-0.02929	-0.1461
1.445	-0.1159	-0.1032
1.138	-0.1515	0.02664
1.051	-0.1435	0.1856
1.01	-0.1012	0.1889
0.8681	-0.03492	0.1327
0.8333	0.01959	0.1317
0.918	0.1049	0.1117
0.8933	0.178	0.09909
0.8965	0.1433	0.1211
0.8939	0.09533	0.1089
0.7322	0.06385	0.1132
0.6451	0.001352	0.1324
0.6196	-0.004111	0.1174
0.6214	0.02012	0.1223
0.6729	0.007934	0.1113
0.6517	0.0298	0.08607
0.6714	0.07757	0.08487
0.7061	0.1271	0.06558
0.7368	0.1518	0.0666
0.8649	0.08942	0.06874
1.018	-0.0428	0.02276
1.154	-0.2082	-0.02126
1.245	-0.3089	-0.05919
1.449	-0.3428	-0.084
1.663	-0.3208	-0.02628
1.657	-0.1934	0.07904
1.7	-0.195	0.0926
1.628	-0.2174	0.06868
1.351	-0.05747	0.1068
1.247	-0.03731	0.1423
1.151	-0.05722	0.1972
1.018	-0.01936	0.2223
0.9432	-0.08002	0.1752
0.8432	-0.07123	0.1855
0.8021	-0.07859	0.1956
0.7496	-0.1009	0.1844
0.713	-0.03391	0.2003
0.689	-0.001146	0.1617
0.5724	0.04312	0.1343
0.54	0.0394	0.158
0.545	0.01932	0.1667
0.564	0.0363	0.1618
0.7034	-0.04448	0.1468
0.8118	-0.1382	0.128
0.9216	-0.2231	0.1021
1.041	-0.2622	0.09171
1.075	-0.2027	0.03047
1.186	-0.1476	-0.1557
1.436	-0.07081	-0.2693
1.685	-0.05202	-0.2155
1.807	-0.09522	-0.168
1.782	-0.06804	-0.1331
1.58	-0.06574	-0.03699
1.182	-0.07565	0.009266
0.9549	-0.03836	0.07966
1.037	0.002538	0.2542
1.064	0.08637	0.2332
1.039	0.1542	0.1019
1.072	0.1469	0.1071
1.036	0.1276	0.08466
0.9761	0.1099	0.1175
0.9033	0.07735	0.1881
0.7915	0.01552	0.1365
0.7224	-0.04254	0.1396
0.6465	-0.066	0.1413
0.539	-0.08611	0.08725
0.4799	-0.0405	0.08818
0.4567	0.08126	0.1005
0.4552	0.151	0.1287
0.5209	0.1753	0.1229
0.6501	0.2232	0.105
0.8193	0.2503	0.1147
0.9818	0.1971	0.02798
1.112	0.02663	-0.1116
1.335	-0.2578	-0.1821
1.651	-0.4377	-0.1151
1.848	-0.3657	0.0191
1.868	-0.3359	0.09828
1.77	-0.3646	0.1486
1.528	-0.1461	0.1004
1.248	0.05216	0.03664
1.173	0.02145	0.09827
1.122	0.03487	0.1165
0.9526	0.07819	0.1056
0.9667	0.03362	0.1212
0.9493	-0.007326	0.08545
0.7815	-0.06148	0.06923
0.809	-0.1236	0.06472
0.7993	-0.08636	0.05158
0.7077	-0.05713	0.0513
0.6989	-0.07897	0.04568
0.7048	-0.01729	0.07046
0.7064	0.01245	0.08469
0.7427	-0.02798	0.1291
0.8263	-0.09269	0.1406
0.8763	-0.1101	0.1247
0.8725	-0.1217	0.1171
0.8646	-0.1318	0.1229
0.8658	-0.1459	0.1197
0.9104	-0.1595	0.05498
1.031	-0.1505	-0.06319
1.242	-0.1407	-0.1579
1.459	-0.1216	-0.1889
1.559	-0.1127	-0.2061
1.648	-0.08136	-0.1746
1.746	-0.01627	-0.07123
1.62	-0.009023	-0.05394
1.367	0.0244	-0.0522
1.253	0.1163	0.04764
1.161	0.1249	0.08701
1.037	0.08661	0.06659
0.9895	0.06746	0.06118
0.9698	0.04389	0.06303
0.9505	0.04471	0.07702
0.9206	0.05065	0.08299
0.8824	0.02847	0.1079
0.834	-0.000698	0.1129
0.7557	-0.03016	0.1032
0.7297	-0.0294	0.1415
0.7008	0.001468	0.1647
0.6532	0.0404	0.1705
0.6768	0.1095	0.1394
0.6632	0.1573	0.06809
0.6388	0.1556	0.05131
0.6762	0.1541	0.08214
0.7283	0.1377	0.1293
0.856	0.1096	0.1435
0.9796	0.08051	0.1007
1.011	0.009916	0.02911
1.064	-0.1064	-0.05359
1.2	-0.2082	-0.06368
1.432	-0.2068	-0.02658
1.676	-0.1691	-0.0009716
1.765	-0.2025	0.05091
1.713	-0.2366	0.07857
1.616	-0.2425	0.08528
1.428	-0.1876	0.1003
1.146	-0.06982	0.09522
1.028	-0.01138	0.1482
1.077	0.0421	0.2212
1.012	0.0364	0.1962
0.9147	-0.09834	0.1534
0.8513	-0.1389	0.1444
0.8019	-0.1526	0.1534
0.8499	-0.187	0.1764
0.8303	-0.121	0.1548
0.7331	-0.09032	0.1268
0.6509	-0.04869	0.1306
